DATAFLOW,FREQ,ETA,ITTER107,SESSO,STACIVX,TIPO_INDDEM,TIME_PERIOD,OBS_VALUE,BREAK,CONF_STATUS,OBS_PRE_BREAK,OBS_STATUS,BASE_PER,UNIT_MEAS,UNIT_MULT,METADATA_EN,METADATA_IT
IT1:22_289(1.5),A,TOTAL,004082,9,99,JAN,2021,6981,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004083,9,99,JAN,2019,87,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004083,9,99,JAN,2020,87,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004083,9,99,JAN,2021,87,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004084,9,99,JAN,2019,842,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004084,9,99,JAN,2020,840,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004084,9,99,JAN,2021,777,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004085,9,99,JAN,2019,1989,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004085,9,99,JAN,2020,1966,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004085,9,99,JAN,2021,1946,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004086,9,99,JAN,2019,1760,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004086,9,99,JAN,2020,1724,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004086,9,99,JAN,2021,1694,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004087,9,99,JAN,2019,485,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004087,9,99,JAN,2020,474,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004087,9,99,JAN,2021,467,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004088,9,99,JAN,2019,309,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004088,9,99,JAN,2020,301,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004088,9,99,JAN,2021,297,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004089,9,99,JAN,2019,24612,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004089,9,99,JAN,2020,24658,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004089,9,99,JAN,2021,24333,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004090,9,99,JAN,2019,759,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004090,9,99,JAN,2020,750,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004090,9,99,JAN,2021,743,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004091,9,99,JAN,2019,1552,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004091,9,99,JAN,2020,1547,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004091,9,99,JAN,2021,1588,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004092,9,99,JAN,2019,269,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004092,9,99,JAN,2020,270,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004092,9,99,JAN,2021,264,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004093,9,99,JAN,2019,591,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004093,9,99,JAN,2020,583,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004093,9,99,JAN,2021,566,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004094,9,99,JAN,2019,352,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004094,9,99,JAN,2020,343,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004094,9,99,JAN,2021,341,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004095,9,99,JAN,2019,3073,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004095,9,99,JAN,2020,3003,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004095,9,99,JAN,2021,2902,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004096,9,99,JAN,2019,2635,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004096,9,99,JAN,2020,2584,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004096,9,99,JAN,2021,2605,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004097,9,99,JAN,2019,277,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004097,9,99,JAN,2020,265,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004097,9,99,JAN,2021,257,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004098,9,99,JAN,2019,140,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004098,9,99,JAN,2020,130,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004098,9,99,JAN,2021,124,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004099,9,99,JAN,2019,2271,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004099,9,99,JAN,2020,2293,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004099,9,99,JAN,2021,2260,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004100,9,99,JAN,2019,2006,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004100,9,99,JAN,2020,1989,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004100,9,99,JAN,2021,1995,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004101,9,99,JAN,2019,3578,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004101,9,99,JAN,2020,3568,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004101,9,99,JAN,2021,3516,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004102,9,99,JAN,2019,65,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004102,9,99,JAN,2020,66,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004102,9,99,JAN,2021,64,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004103,9,99,JAN,2019,84,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004103,9,99,JAN,2020,78,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004103,9,99,JAN,2021,75,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004104,9,99,JAN,2019,1418,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004104,9,99,JAN,2020,1418,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004104,9,99,JAN,2021,1460,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004105,9,99,JAN,2019,2758,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004105,9,99,JAN,2020,2722,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004105,9,99,JAN,2021,2717,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004106,9,99,JAN,2019,464,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004106,9,99,JAN,2020,452,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004106,9,99,JAN,2021,452,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004107,9,99,JAN,2019,739,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004107,9,99,JAN,2020,758,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004107,9,99,JAN,2021,746,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004108,9,99,JAN,2019,828,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004108,9,99,JAN,2020,834,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004108,9,99,JAN,2021,816,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004109,9,99,JAN,2019,215,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004109,9,99,JAN,2020,196,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004109,9,99,JAN,2021,201,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004110,9,99,JAN,2019,1477,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004110,9,99,JAN,2020,1461,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004110,9,99,JAN,2021,1440,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004111,9,99,JAN,2019,190,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004111,9,99,JAN,2020,190,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004111,9,99,JAN,2021,189,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004112,9,99,JAN,2019,55,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004112,9,99,JAN,2020,49,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004112,9,99,JAN,2021,46,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004113,9,99,JAN,2019,2186,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004113,9,99,JAN,2020,2211,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004113,9,99,JAN,2021,2194,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004114,9,99,JAN,2019,2219,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004114,9,99,JAN,2020,2192,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004114,9,99,JAN,2021,2170,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004115,9,99,JAN,2019,1306,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004115,9,99,JAN,2020,1303,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004115,9,99,JAN,2021,1259,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004116,9,99,JAN,2019,3800,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004116,9,99,JAN,2020,3808,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004116,9,99,JAN,2021,3782,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004117,9,99,JAN,2019,3317,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004117,9,99,JAN,2020,3284,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004117,9,99,JAN,2021,3271,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004118,9,99,JAN,2019,1436,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004118,9,99,JAN,2020,1414,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004118,9,99,JAN,2021,1426,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004119,9,99,JAN,2019,59,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004119,9,99,JAN,2020,58,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004119,9,99,JAN,2021,53,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004120,9,99,JAN,2019,220,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004120,9,99,JAN,2020,221,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004120,9,99,JAN,2021,213,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004121,9,99,JAN,2019,755,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004121,9,99,JAN,2020,740,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004121,9,99,JAN,2021,730,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004122,9,99,JAN,2019,290,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004122,9,99,JAN,2020,286,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004122,9,99,JAN,2021,292,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004123,9,99,JAN,2019,221,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004123,9,99,JAN,2020,221,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004123,9,99,JAN,2021,219,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004124,9,99,JAN,2019,263,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004124,9,99,JAN,2020,258,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004124,9,99,JAN,2021,263,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004125,9,99,JAN,2019,619,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004125,9,99,JAN,2020,609,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004125,9,99,JAN,2021,616,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004126,9,99,JAN,2019,1305,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004126,9,99,JAN,2020,1299,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004126,9,99,JAN,2021,1266,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004127,9,99,JAN,2019,85,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004127,9,99,JAN,2020,83,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004127,9,99,JAN,2021,81,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004128,9,99,JAN,2019,1380,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004128,9,99,JAN,2020,1376,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004128,9,99,JAN,2021,1372,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004129,9,99,JAN,2019,572,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004129,9,99,JAN,2020,568,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004129,9,99,JAN,2021,577,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004130,9,99,JAN,2019,22373,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004130,9,99,JAN,2020,22308,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004130,9,99,JAN,2021,22233,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004131,9,99,JAN,2019,619,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004131,9,99,JAN,2020,609,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004131,9,99,JAN,2021,592,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004132,9,99,JAN,2019,1985,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004132,9,99,JAN,2020,1978,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004132,9,99,JAN,2021,1963,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004133,9,99,JAN,2019,4690,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004133,9,99,JAN,2020,4679,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004133,9,99,JAN,2021,4658,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004134,9,99,JAN,2019,561,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004134,9,99,JAN,2020,546,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004134,9,99,JAN,2021,540,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004135,9,99,JAN,2019,842,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004135,9,99,JAN,2020,849,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004135,9,99,JAN,2021,848,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004136,9,99,JAN,2019,748,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004136,9,99,JAN,2020,738,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004136,9,99,JAN,2021,726,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004137,9,99,JAN,2019,478,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004137,9,99,JAN,2020,478,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004137,9,99,JAN,2021,484,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004138,9,99,JAN,2019,231,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004138,9,99,JAN,2020,228,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004138,9,99,JAN,2021,214,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004139,9,99,JAN,2019,527,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004139,9,99,JAN,2020,510,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004139,9,99,JAN,2021,517,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004140,9,99,JAN,2019,1592,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004140,9,99,JAN,2020,1580,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004140,9,99,JAN,2021,1609,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004141,9,99,JAN,2019,230,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004141,9,99,JAN,2020,229,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004141,9,99,JAN,2021,237,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004142,9,99,JAN,2019,2346,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004142,9,99,JAN,2020,2365,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004142,9,99,JAN,2021,2343,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004143,9,99,JAN,2019,4075,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004143,9,99,JAN,2020,4064,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004143,9,99,JAN,2021,4076,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004144,9,99,JAN,2019,2005,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004144,9,99,JAN,2020,2022,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004144,9,99,JAN,2021,1990,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004145,9,99,JAN,2019,830,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004145,9,99,JAN,2020,836,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004145,9,99,JAN,2021,838,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004146,9,99,JAN,2019,946,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004146,9,99,JAN,2020,932,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004146,9,99,JAN,2021,942,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004147,9,99,JAN,2019,3516,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004147,9,99,JAN,2020,3528,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004147,9,99,JAN,2021,3469,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004148,9,99,JAN,2019,3404,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004148,9,99,JAN,2020,3319,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004148,9,99,JAN,2021,3350,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004149,9,99,JAN,2019,370,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004149,9,99,JAN,2020,364,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004149,9,99,JAN,2021,353,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004150,9,99,JAN,2019,359,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004150,9,99,JAN,2020,363,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004150,9,99,JAN,2021,356,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004151,9,99,JAN,2019,1015,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004151,9,99,JAN,2020,1006,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004151,9,99,JAN,2021,974,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004152,9,99,JAN,2019,981,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004152,9,99,JAN,2020,969,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004152,9,99,JAN,2021,973,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004153,9,99,JAN,2019,412,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004153,9,99,JAN,2020,399,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004153,9,99,JAN,2021,402,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004154,9,99,JAN,2019,79,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004154,9,99,JAN,2020,83,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004154,9,99,JAN,2021,85,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004155,9,99,JAN,2019,1578,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004155,9,99,JAN,2020,1554,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004155,9,99,JAN,2021,1491,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004156,9,99,JAN,2019,86,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004156,9,99,JAN,2020,90,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004156,9,99,JAN,2021,84,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004157,9,99,JAN,2019,2730,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004157,9,99,JAN,2020,2703,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004157,9,99,JAN,2021,2629,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004158,9,99,JAN,2019,569,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004158,9,99,JAN,2020,575,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004158,9,99,JAN,2021,571,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004159,9,99,JAN,2019,297,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004159,9,99,JAN,2020,285,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004159,9,99,JAN,2021,278,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004160,9,99,JAN,2019,206,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004160,9,99,JAN,2020,204,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004160,9,99,JAN,2021,198,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004161,9,99,JAN,2019,271,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004161,9,99,JAN,2020,269,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004161,9,99,JAN,2021,264,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004162,9,99,JAN,2019,115,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004162,9,99,JAN,2020,112,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004162,9,99,JAN,2021,108,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004163,9,99,JAN,2019,5639,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004163,9,99,JAN,2020,5618,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004163,9,99,JAN,2021,5542,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004164,9,99,JAN,2019,340,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004164,9,99,JAN,2020,326,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004164,9,99,JAN,2021,318,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004165,9,99,JAN,2019,2118,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004165,9,99,JAN,2020,2120,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004165,9,99,JAN,2021,2102,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004166,9,99,JAN,2019,2763,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004166,9,99,JAN,2020,2770,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004166,9,99,JAN,2021,2703,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004167,9,99,JAN,2019,72,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004167,9,99,JAN,2020,76,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004167,9,99,JAN,2021,74,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004168,9,99,JAN,2019,1400,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004168,9,99,JAN,2020,1400,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004168,9,99,JAN,2021,1399,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004169,9,99,JAN,2019,978,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004169,9,99,JAN,2020,982,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004169,9,99,JAN,2021,975,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004170,9,99,JAN,2019,3343,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004170,9,99,JAN,2020,3346,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004170,9,99,JAN,2021,3314,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004171,9,99,JAN,2019,1138,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004171,9,99,JAN,2020,1104,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004171,9,99,JAN,2021,1111,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004172,9,99,JAN,2019,165,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004172,9,99,JAN,2020,167,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004172,9,99,JAN,2021,175,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004173,9,99,JAN,2019,232,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004173,9,99,JAN,2020,237,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004173,9,99,JAN,2021,231,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004174,9,99,JAN,2019,173,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004174,9,99,JAN,2020,173,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004174,9,99,JAN,2021,171,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004175,9,99,JAN,2019,520,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004175,9,99,JAN,2020,508,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004175,9,99,JAN,2021,526,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004176,9,99,JAN,2019,1992,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004176,9,99,JAN,2020,2021,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004176,9,99,JAN,2021,2009,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004177,9,99,JAN,2019,690,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004177,9,99,JAN,2020,686,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004177,9,99,JAN,2021,669,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004178,9,99,JAN,2019,430,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004178,9,99,JAN,2020,425,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004178,9,99,JAN,2021,411,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004179,9,99,JAN,2019,9913,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004179,9,99,JAN,2020,9896,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004179,9,99,JAN,2021,9729,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004180,9,99,JAN,2019,4271,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004180,9,99,JAN,2020,4246,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004180,9,99,JAN,2021,4270,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004181,9,99,JAN,2019,1037,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004181,9,99,JAN,2020,1052,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004181,9,99,JAN,2021,1056,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004182,9,99,JAN,2019,107,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004182,9,99,JAN,2020,110,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004182,9,99,JAN,2021,108,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004183,9,99,JAN,2019,108,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004183,9,99,JAN,2020,99,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004183,9,99,JAN,2021,98,,,,,,,,,
IT1:22_289(1.5),A,TOTAL,004184,9,99,JAN,2019,100,,,,,,,,,
